,0,1,2,3,4,5,6,7,8,9
147,"February 22, 2017",8/10,Flew Economy,"First off, we flew from Omaha with our destination being Birmingham AL. Our flight in Omaha was delayed an hour and our gate attendant completely checked our bag to our destination knowing that we had a connecting flight in Charolette, NC. Therefore, we missed our connecting flight in Charolette. We had questions about where our bags would go since we possibly will be staying in Charolette. We were told different things, and no one could help or retrieve a location or our bags themselves. So we are stuck in the airport without our belongings trying to pay for a hotel without clothes or anything. Literally the worst flying service and accommodations I have ever experienced.  Am not wanting to pay for a hotel after spending money on a crap ticket. Sleeping in the airport was not in our plans. Still have no idea where our bags are… Never flying American again.",No,width: 60%,width: 80%,width: 40%,width: 0%,width: 80%
148,"February 22, 2017",1/10,Flew Business,I booked a redeye with AA which canceled 12 hours prior to my flight supposedly due to “weather”. The soonest flight they could get me on wasn’t for another 7 hours. I noticed some other redeye’s were still taking off at the same time so that told me it couldn’t of been because of the weather. I called and asked if there was anything they could do to get me on another redeye. They were not helpful at all nor did they offer any sort of vouchers for the canceled flight.,No,width: 20%,width: 40%,width: 20%,width: 0%,width: 20%
149,"February 9, 2017",2/10,Flew Economy,"
EDITORS COMMENT: Remember weather can be at the other end though or mid flight which is why no other aircraft were effected – they weren’t going to that city",No,width: 60%,width: 60%,width: 80%,width: 60%,width: 60%
150,"February 9, 2017",1/10,Flew Economy,"Very customer unfriendly. Any problem you have, they constantly refer you somewhere else- another line, a phone number to call and ultimately telling you to go online even when you are there in person with an agent!! It’s crazy! 10/10 travels with American have had a problem.",No,width: 20%,width: 40%,width: 20%,width: 0%,width: 20%
151,"February 8, 2017",2/10,Flew Economy,I cannot understand how an airline expects you to travel international with ONLY a backpack not to pay extra. Its is UNACCEPTABLE that not even the first bag is included. They also would NOT allow you to select seats without paying extra even when the plane was half full.,No,width: 60%,width: 40%,width: 60%,width: 20%,width: 60%
152,"February 6, 2017",1/10,Flew Economy,"
In addition to VERY OLD MD-80 planes and if you ride on the back the turbine noise is EXTREME (not even with Noise Isolating Bose), look at other carriers with newer and more comfortable seats.",No,width: 20%,width: 0%,width: 20%,width: 0%,width: 20%
153,"February 5, 2017",8/10,Flew Economy,"The entire process with American Airlines has been a fiasco from changing flights without notification, to no seats, to missed connection due to American’s tardiness, to not allowing g dear choices on return flights!",Yes,width: 0%,width: 60%,width: 100%,width: 80%,width: 100%
154,"January 30, 2017",2/10,Flew First,"
Abominable customer service!!",No,width: 20%,width: 20%,width: 80%,width: 20%,width: 20%
155,"January 25, 2017",1/10,Flew Economy,"They are rude and will misinform you on everything. None of the employees are on the same page. No wonder their flights are cheap. Only flew with them because they fit my schedule, but never again. Wish I could rate the service less than 1.",No,width: 40%,width: 20%,width: 20%,width: 20%,width: 0%
156,"January 20, 2017",8/10,Flew Business,"Due to weather delays, I flew on JAL from LAX to HKG instead of AA, and returned on AA. American is good, a lot better than even a few years ago, but still does not compare to the Asia airlines. I just get a greater sense on JAL of people who have been well trained and want to give good service. The fact they have 21 inch monitors on their 777s is a big plus as well.",Yes,width: 100%,width: 80%,width: 80%,width: 0%,width: 80%
157,"January 18, 2017",3/10,Flew Economy,We booked our flight from Switzerland to the US have a year in advance. In that have year till the flight they changed our flight schedule 2 times. That forced us to leave the Hotel in Vegas at 3 AM …,No,width: 40%,width: 80%,width: 20%,width: 20%,width: 60%
158,"January 17, 2017",1/10,Flew Premium Economy,"
The planes itself were really old-style. I think this was the only trans-atlantic flight in the last 10 years without a personal screen to watch movies or play some games.  national flight from philadelphia to vegas didn’t have movies at all.",Yes,width: 100%,width: 80%,width: 40%,width: 100%,width: 80%
159,"January 16, 2017",1/10,Flew Economy,"
Staff was very unfriendly.",No,width: 20%,width: 80%,width: 20%,width: 80%,width: 60%
160,"January 16, 2017",1/10,Flew Economy,"My fiance and I recently took a trip to Hawaii.  Our flight back was the worst flight I’ve ever been on, and I am very disappointed in American Airlines for that.  For a 7 hour flight, one would expect a comfortable plane.  This plane must have been 20 years old.  It was disgusting inside, the seats were very hard and seemed smaller than regular airplanes seats.  The plane we were on definitely needed to be redone on the inside.  It was absolutely unacceptable and American Airlines should be ashamed of themselves to use a plane like that – especially for the price of the tickets.",No,width: 20%,width: 20%,width: 60%,width: 20%,width: 20%
161,"January 14, 2017",1/10,Flew Economy,"American Airlines really messed up a dream vacation for my family to the Philippines. Our very first flight out of Cleveland with AA messed up our vacation from the very beginning. Our flight from Cleveland to Chicago was cancelled do to mechanical circumstances and that’s understandable but, instead of trying to accommodate us they hand us a card with a 1 800 number on it and tell me to reschedule it myself. Now I truly found out the truth how inconsiderate AA can really be. Now, just from there mishap, this trip ended up 24 hours behind schedule and the loss of one hotel which I had to pay for one night and was not even their because we missed our arrival time. I never would believe that an airline would be so inconsiderate to a customer of there caliber.",No,width: 60%,width: 60%,width: 0%,width: 0%,width: 0%
162,"January 7, 2017",9/10,Flew Economy,"
I will never fly with AA again after that kind of treatment. And I suggest you should not either. Sorry AA but you prople really suck.",Yes,width: 80%,width: 60%,width: 80%,width: 80%,width: 80%
163,"January 5, 2017",1/10,Flew Premium Economy,"
From one of your most valuable customers but not anymore.",No,width: 20%,width: 60%,width: 20%,width: 20%,width: 20%
164,"January 3, 2017",9/10,Flew Economy,"The main reason that I’m writing this review is that my husband and I were treated with such kindness and respect at departure in Dallas. Our seats were way apart for a long flight and at the last minute a kind gentleman came to my rescue, making my flight enjoyable. ( we were unable to swap them ourselves for some reason)… Thanks AA, its the small things sometimes!!!",Yes,width: 80%,width: 80%,width: 100%,width: 60%,width: 80%
165,"January 2, 2017",10/10,Flew First,"Palm Springs to Greenville, SC and return, 12/24 – 12/28",Yes,width: 80%,width: 100%,width: 80%,width: 0%,width: 80%
166,"January 2, 2017",1/10,Flew Economy,"
Considering this was over Christmas, it went very well. Flights on time, aircraft clean and in good condition, crew friendly and gave good service. AA has upgraded their product with the replacement of the older MD80s to new 737, and much better interiors. I’m just glad I didn’t have to travel cattle class, like all the other airlines they have squeezed way too many people back there.",No,width: 20%,width: 20%,width: 60%,width: 0%,width: 0%
167,"December 28, 2016",1/10,Flew Economy,"This is the worst airline. The seats are too close together, they nickel and dime the customers to the point of exhaustion. If you check your bags they charge $25.00 per bag, I paid $75.00 and then offered complimentary bag check at the gate. My children 5 and 11 were separated from adults because they stuffed the flight.",No,width: 40%,width: 40%,width: 20%,width: 40%,width: 80%
168,"December 21, 2016",1/10,Flew Economy,"I would not recommend this airline to anyone, not even my worst enemy. This company should change to customer comfort, not cattle car mentality. Load the plane from the back to the front, not scattered around. Stop the add on fees and focus on customer loyalty.",No,width: 20%,width: 40%,width: 20%,width: 0%,width: 60%
169,"December 18, 2016",1/10,Flew Economy,EDITORS COMMENT: Baggage fees are highlighted throughout the booking process online.,No,width: 20%,width: 60%,width: 20%,width: 80%,width: 60%
170,"December 18, 2016",1/10,Flew Economy,I will NEVER fly American Airlines again.  Currently sleeping at the airport,No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
171,"December 18, 2016",1/10,Flew Economy,Staff at check-in was extremely ineffective and inefficient.,No,width: 40%,width: 60%,width: 20%,width: 0%,width: 0%
172,"December 17, 2016",1/10,Flew Economy,"Worst experience I have ever had flying. I’ve dealt with delays before, but the incompetence of the ground crew (fueling) is beyond belief.  1 hour delay because the truck only had enough for 1/2 fuel. Then, another hour before the 2nd fueling truck arrived to finishing fueling the plane.  Afterwards,  we sat for an additional 2 hours because no de-icing apparatus was available.  We watch patiently as the aircraft in front of us was being de-iced. As we sat, the flight crew stated our “time limit” had been reached and we were obligated to return to the airport. Airline regulations call for returning back to the gate if there are extended delays.",No,width: 40%,width: 60%,width: 40%,width: 60%,width: 0%
173,"December 16, 2016",1/10,Flew Premium Economy,"Once back at the airport, the customer service line was larger than one you’d expect at an amusement park. Contacting customer service via telephone was no better. Receive conflicting information from multiple agents, of which no resolution or reasonable accommodations given.",No,width: 20%,width: 20%,width: 20%,width: 0%,width: 0%
174,"December 12, 2016",5/10,Flew Economy,"To end my story, we finally departed 6 hours later. As anticipated, we missed our cruise departure. Maybe we’ll be lucky and find a flight via a different airline to meet our ship at it’s first port.",Yes,width: 100%,width: 60%,width: 100%,width: 100%,width: 80%
175,"December 12, 2016",1/10,Flew Economy,"Delayed in Cleveland for 30 minutes despite app saying flight on time. Then delayed for an hour on runway because of landing hold in Chicago. Then told we were on a hold in air before landing in Chicago. Then said to be starting to land, and didnt land until 45 minutes later [a schedule 1.25 hour flight total]. Then delayed in Chicago. Said to start boarding at 835 they start early at 825. Good. Except they board us when neither pilot had even arrived yet. Sit on half empty flight for an hour before both pilots arrives. Terrible communication. Total lack of care for travelers.  All about bottom line dollars. Absolutely brutal. Last choice for an airline.",No,width: 20%,width: 20%,width: 60%,width: 0%,width: 60%
176,"December 11, 2016",1/10,Flew Economy,My flight was cancelled with no notification. Rebooked on another cancelled flight. Forced to drive to a different airport to get on a flight that was leaving more than 12 hrs later. Each customer service representative was rude and unhelpful except ONE! Mind you I had to speak with FIVE! I will do everything in my power to NEVER fly with American Airlines again.,No,width: 20%,width: 20%,width: 20%,width: 0%,width: 0%
177,"December 10, 2016",1/10,Flew Economy,They canceled our direct flight at the last hour and turned it into a 14 hour nightmare that involved dumping half the plane in ,No,width: 20%,width: 60%,width: 60%,width: 60%,width: 60%
178,"December 8, 2016",1/10,Flew Premium Economy,"I’ve been flying AA for all of 2016 and I’ve flown Southwest and United due to no direct flights in texas from Denver.  I’ve never been harrassed more over the last 2 flights about my carry-on ever.  It isn’t a large bag,  flits in your overhead for all 50+ flights I’ve been on with AA. It is smaller than other bags that got on after me,  but the gate agents feel the need to pick on their FF members. I travel every week for work and i can promise i will be choosing another airline and credit csrd for 2017. American Airlines needs to learn to treat their Frequent Flyers with more RESPECT!!! They are the worst!",No,width: 0%,width: 60%,width: 20%,width: 20%,width: 0%
179,"December 8, 2016",1/10,Flew Premium Economy,"I’ve been flying AA for all of 2016 and I’ve also flown Southwest and United due to no direct flights in texas from Denver.  I’ve never been harrassed more over the last 2 flights about my carry-on ever.  It isn’t a large bag,  flits in your overhead for all 50+ flights I’ve been on with AA. It is smaller than other bags that got on after me,  but the gate agents feel the need to pick on their FF members. I travel every week for work and i can promise i will be choosing another airline and credit card for 2017. American Airlines needs to learn to treat their Frequent Flyers with more RESPECT!!! They are the worst!",No,width: 40%,width: 60%,width: 20%,width: 20%,width: 40%
180,"December 7, 2016",1/10,Flew Economy,Don’t tell people that you can take a carry on then force them to check their bags because there’s not enough space. Never flying with this airline again. We have flown multiple times and never had any problems flying until this airline. I actually checked reviews and they’re all 1s which makes sense. We have medicine in our bag and are told since we’re in group 4 we have no choice we have to have it checked. It would have made a difference if we would have been told in advance that we couldn’t have a carry on. First and last time flying this airline. What a rip off.,No,width: 60%,width: 80%,width: 60%,width: 60%,width: 60%
181,"December 7, 2016",1/10,Flew Economy,"American Airlines is absolutely the worst airline company that I have ever traveled with. After talking with a manager about my horrendous experience I was GUARANTEED that I would receive a full refund because of the way that American Airlines handled my experience. When I tried to collect my refund, I was denied the refund and every rep or manager that I spoke with was extremely rude. I have explained that I was given a confirmation number that guarantees my refund and have still been denied the refund that was guaranteed to me. I even requested that they listen to the recorded call where I was GUARANTEED my refund, and still I was treated rudely and denied. The only reason I used this airline was because I got an American Airlines credit card a few years ago for emergencies and I needed to visit my husband in the Navy unexpectedly. I will never again use this airline for any reason. I have traveled several airlines and am horrified with this company. Even my husband traveled this airline for the Navy and was extremely displeased. I have never heard of anything good from this airline. Not only are they more expensive on average, but their service is outstandingly bad.",No,width: 20%,width: 80%,width: 20%,width: 40%,width: 60%
182,"December 4, 2016",1/10,Flew Economy,"Saturday after Thanksgiving my grandmother dies, we get to the airport and the kiosk was out of paper for printing the boarding passes, and there was no customer service representative to assist.  Even though we were checked in we could not get through TSA because we could not get the boarding passes printed.  As a result we missed the flight.  Rebooked  for only 2 passengers.  They confirmed 2 and charged for three.  Refused to refund the third ticket that we NEVER asked for, and they charged us for anyway.  Charged for the UNWANTED ticket, AND CHARGED A REBOOKING FEE.  Their customer service in trying to sort out the mess was illogical, and appeared to lack all human empathy as well as the ability to listen.",No,width: 20%,width: 40%,width: 20%,width: 40%,width: 40%
183,"December 4, 2016",1/10,Flew Economy,"
I will never fly with American Airlines again, and I will share my experience with as many as possible to help them avoid a similar travesty.",No,width: 40%,width: 40%,width: 60%,width: 0%,width: 60%
184,"November 21, 2016",1/10,Flew Economy,Took a round trip flight and each flight has been delayed over an hour.  They have poor communication with the aircrafts and have no idea when they will arrive.,No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
185,"November 21, 2016",1/10,Flew Business,"I have never had such a horrible experience with an airline. To start, we were forced to change our departure flight to a significantly less desirable itinerary (from 1 stop to 2, adding 2 hours to our travel time). Turns out that particular flight would end up being  cancelled after mechanical difficulty in flight. Don’t get me wrong, I’m thankful for our safety. But after turning around and returning to the gate to stand in line for 7 hours. One gets a little a testy. After standing in said line. We were given no information about when we would be on another flight and another hour later were shuttled to a hotel where we still received no info. I had to call the airline myself, from a foreign county to find out how I was going to make it home. After being given the wrong information and seeing that our online itinerary had us going to the wrong final destination. I had to call again. We were in good spirits as was most of the flight despite our trouble. However after several hours of no organization or communication and being left to fend for ourselves on how to get home. We were livid. I experience my first panic attack that evening. To top it off, my check bag was ruined.",No,width: 20%,width: 80%,width: 40%,width: 60%,width: 0%
186,"November 17, 2016",10/10,Flew Economy,"Terry was my flight attendant from Chicago to Nashville.  She is wonderful, please let me know if there’s somewhere else I can submit feedback for her. Thank you.",Yes,width: 60%,width: 60%,width: 100%,width: 0%,width: 60%
187,"November 13, 2016",2/10,Flew Economy,"
American Airlines flight 3277",No,width: 20%,width: 60%,width: 80%,width: 0%,width: 60%
188,"November 13, 2016",7/10,Flew Economy,We will have to say our experience over the last week with our travel from dtw to Miami to Barbados and returning flights have now made us not want to fly amaerican again.  From changing our flight to Miami a month before departure from an approximate 3 1/2 hour direct flight to 5 hours w a 1 1/2 layover sitting in the plane waiting to unload ppl and put new ppl on and not running in time at all.  Delays next am day that caused us to leave 4 hours after original depart time.  To coming back to Miami for last flight  to go back home and have us board 40 min late and not having even left gate after another hour of sitting on plane .  To many excuses  to even begin why we  had to sit for so long.   If u fly American. Plan on a lot of hurrying up and waiting.   Worst flights we have ever had. We know patience is a virtue but. We are all out of them.  We have no more for American Airlines. Worst money ever spent on flights.,Yes,width: 80%,width: 80%,width: 80%,width: 20%,width: 80%
189,"November 13, 2016",1/10,Flew Economy,You offer movies and music on this flight but no earphones,No,width: 20%,width: 20%,width: 40%,width: 60%,width: 60%
190,"November 11, 2016",3/10,Flew Business,"Where to begin?  First, I am a Platinum member with 3.8MM miles and 30 years flying on AA.  Based on the changes that have occurred in the last year, since Useless Air bought AA,  the whole AAdvantage program has lost its value.  We fly regularly to Honolulu, and the paid upgrade option of old is no longer offered.  Instead of purchasing a coach ticket and paying/using  30,000 miles and $ 350.00 / R/T ticket to upgrade to business class (guaranteed upgrade),  AA now offers you an option to first PURCHASE a COACH ticket, and if the AA gods so deign, they might upgrade you later, if no flyer with greater loyalty status does not bump you in the interim.  Otherwise, you are stuck in coach for the 8.5 ride. What used to be a good airline benefit has turned into flying  nightmare, as there is no recourse to cancel the ticket if there is no upgrade available at flight time.  Since we book months in advance, this has lost its appeal.",Yes,width: 20%,width: 60%,width: 80%,width: 60%,width: 60%
191,"November 11, 2016",3/10,Flew Business,"Secondly, the new aircraft are a joke.  The Airbus 321 out of LAX are nothing for Business Class seats.  Yes, they are small, do not recline much, and are an uncomfortable way to spend 5.5 hours.  Worse are the new confirguration 767-300’s where you can’t eve",No,width: 40%,width: 40%,width: 80%,width: 60%,width: 60%
192,"November 5, 2016",1/10,Flew Economy,More to my earlier review.,No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
193,"November 4, 2016",1/10,Flew Economy,"The new changes in aircraft are demonstrative of the new AA philosophy, screw the customer.  The AirBus 321’s (emphasis on Air BUS) are loud, heavy on vibration, and with poorly designed seats in Business (I would never characterize them as First Class seats), they are narrow, hard, barely reclining and with no leg support, these are similar to the seats I flew on thirty years ago in Alaska Air Coach.  The crew agreed this aircraft is a real decline even from those old ratty 757’s. Worse are the re-configurated 767-300’s with the 1-2-1 seating, that no longer allows married folks to sit together. Yes, there are middle seats, but they face away from each other, not great for trying to have a  conversation.",No,width: 20%,width: 60%,width: 20%,width: 20%,width: 40%
194,"October 31, 2016",1/10,Flew Economy,"Finally, AA’s new philosophy of giving pre-selected seats to their highest class members.  Twice now, we have had our window/aisle seats given to others and be placed in bulkhead center seats.  When we arrived to find the old configurated aircraft, they somehow could not explain why we could not have our nine-month ago selected seats back.  It is always the computer did it, and there is nothing we can do about it. I need another option, as thirty years",No,width: 20%,width: 20%,width: 20%,width: 0%,width: 20%
195,"October 29, 2016",1/10,Flew Economy,"In September 2016 I flew from Albuquerque, NM to Dallas and Dallas to Paris and returned six weeks later.  Both flights from Albuquerque to Dallas and revise were the worst.  I felt like I was sitting on a concert block.  The seats were so uncomfortable and hard!  There design was so wrong!  The plane in general felt like it should have been retired 30 years ago!  It was so small the staff had troubles walking up and down the isle.  The plane rattled and shook  so much I felt like it was being powered by rubber bands!",No,width: 20%,width: 20%,width: 80%,width: 40%,width: 60%
196,"October 28, 2016",5/10,Flew First,"
The flight to Paris was just as uncomfortable,  only worst, I was in coach.  The seats are so close and the seats are so hard.  There is no room to cross your legs or to make yourself comfortable!  Everyone is elbow to elbow.   It was really bad after 9 or more hours in flight.   I was numb head to toe.   The food was OK.  The entertainment was OK, but did not always work.  The wine was great.  The wine was the best thing about the flight.  When I return to Europe next year I will not choose American for the journey!  American is the worst!  I have traveled on United and other airlines in the past and have had a much better experience.",No,width: 60%,width: 60%,width: 60%,width: 40%,width: 60%
197,"October 22, 2016",1/10,Flew Economy,"We just took a round trip from Phoenix to Maui and purchased AA first class seats.  Outbound flight had a change in LA.  The first short leg was a 757 with nice seats that nearly fully reclined with foot rests.  The leg from LA to Maui was a newer airbus with a good entertainment system at each seta, but the seats were lousy for first class.  Tight, cramped, barely reclined back with no foot rests.  It was almost like coach used to be.  The flight attendant didn’t bother offering a drink until we were at least an hour in the air.  The return was a red eye on another 757, so we were looking forward to reclining and sleeping,  Unfortunately, there was a last minute equipment change to a different configuration, and the seats barely reclined again.  Miserable overnight for a first class fare.  Also, no entertainment system to speak of.  Overall, tired, old equipment and similar service.  You would think first class would be something to look forward to, but that was a joke especially when paying full fare.  Why bother?  Next time, we’ll pick another airline and look for better equipment.",No,width: 20%,width: 20%,width: 20%,width: 80%,width: 20%
198,"October 12, 2016",1/10,Flew Economy,We just completed a world trip and flew 5 different airlines. American Airlines were by far the worst. We flew from NYC to Hawaii with a change in LA. No meals included on either leg (both more than 5.5 hours . When we changed in LA they could not confirm our seats until 30 mins before the flight even though we booked 6 months in advance. Most staff were disinterested and dismissive. One lady thought speaking to me  louder would make me understand better. The staff members at the departure gate told me its AA policy to overbook all flights.  I won’t be using them again.,No,width: 20%,width: 0%,width: 20%,width: 20%,width: 0%
199,"October 11, 2016",1/10,Flew Economy,"5 am flight LAX to Chicago was forced to return to gate due to mechanical problem. Fair enough. Then we wait five hours while five other flights take off to Chicago for new plane to “come right from hangar.” I finally go to gate agent to complain that this is taking too long and she should just release us to let us take one of the other flights. Other passengers join in to ask that we get rebooked.. Some guy in blue shirt not part of conversation loudly announces “I’m walking away from this conversation” and then, over his shoulder, haughtily announced “Don’t let THAT guy on MY flight.” Turns out it was some flight attendant who wanted to impress the gate agent. I thought it was a joke but the gate person actually apologized and said she couldn’t let me get on the flight. Didn’t matter much as the plane hadn’t yet appeared and I was tired of playing this game. Took the refund and happily skipped the non-flight. Still, couldn’t believe some AA Flight Attendant with attitude or other problems–he certainly stumbled away quickly—could wield such regal power. Who wants to fly an airline that has so many problems on top of its lower echelon divas?",No,width: 20%,width: 40%,width: 20%,width: 20%,width: 60%
200,"October 10, 2016",1/10,Flew Economy,"I didn’t fly American, the customer service is terrible so I didn’t get the chance.  I booked an American flight back in May, 2016 to fly on Dec 24th, 2016. It was a non-stop flight.  5 Months later in October, 2016, I get notification the flight I booked was “rescheduled” and I’m not on a non-stop flight, I’m now on a flight with a 3 hr layover.  When I call to find out why and what my options are I get hung up on.  I am gladly paying the $400 extra buck to fly Delta, Non-Stop!  Other than Delta I highly recommend JetBlue whenever possible. Thanks for nothing American Airlines, you almost ruined our family holiday trip!",No,width: 20%,width: 0%,width: 0%,width: 0%,width: 0%
201,"October 6, 2016",1/10,Flew Economy,"Worst experience ever, day started boarding our plane which after sitting for about 30 minutes realized there was mechanical issue.  Kept us on the plane for over 2 hours at which time they unboarded us for a new plane which also took some time.  Taxied to runway at which time pilot timed out and had to turn around and went back to gate.  Un-boarded us again and now they were unable to find a new crew.  Left us sitting in the airport for 9 hours with no restaurants or vending machines available.  Treated us like caged animals.",No,width: 20%,width: 60%,width: 40%,width: 0%,width: 40%
202,"October 5, 2016",8/10,Flew First,"My flight and connection were both late, and I didn’t know until I was already at the airport. I was disappointed in the lack of vegan options, but the flight attendants tried to be as accommodating as possible. I was very happy with my first class service.",Yes,width: 60%,width: 100%,width: 100%,width: 0%,width: 60%
203,"October 5, 2016",1/10,Flew Economy,"Worst flight ever. Route was and is advertised with personal entertainment system choice of movies etc. Plane advertised as 787. Instead what we got was a 30 yr old 767 that still had its original interior. 6 screens on the centre ceiling that you needed binoculars to see. The seats were very uncomfortable as they were the same age as the aircraft. I asked the steward if the plane was a joke, he said it was a last resort plane as they had technical issues with the dream liner, which i since found out was untrue. According to AA customer service the flight was changed several weeks earlier and is still being used to date as they said in their words ” we used this aircraft because it was more profitable”. The fact that it is advertised with all the mod cons did not concern them at all. The magazine in the seat pocket was all stuck together and some of them were totally in Spanish. The movie was a Disney movie and the people who made the outbound journey on this flight said the movie was in Spanish and could not be changed. The flight was unable to carry any duty free items as they didn’t have anywhere to store it. AA customer service offered us a voucher for $100 off our next flight",No,width: 20%,width: 20%,width: 80%,width: 20%,width: 60%
204,"October 2, 2016",1/10,Flew Economy,"I used to be a US Air customer.  Their service was below par.  But American sets a new standard for terrible service.   There is no aspect of their service that is good.  However, supposedly American is supposed to honor  One World accounts including Air Berlin.  I did not get credit on a flight to Berlin and back.  A flight that would have put me on their elite status months ago.  I started trying to solve this problem 4 months ago and since then have been just shy of it. But I did finally get a customer support person a month and a half ago who said that I would hear back in a month.  I wised up since then and no longer book American flights. I got smart and dropped American.  You should too.  I believe they are dishonest and have proof that they do not honor their commitments.  They have made it nearly impossible to claim mileage.  I have almost 20 hours into this process now and I make my livelihood in computing.  DO NOT USE AMERICAN!",No,width: 40%,width: 20%,width: 20%,width: 80%,width: 80%
205,"October 2, 2016",3/10,Flew Premium Economy,Just overall crappy. Poor customer service. Always delayed. Very slow service. Incompetent employees.,No,width: 40%,width: 60%,width: 40%,width: 60%,width: 60%
206,"September 30, 2016",1/10,Flew Economy,You should be embarrassed with how poorly your airline is being operated. Flight is delayed and the staff doesn’t let the passengers know. My seat wasn’t assigned until a couple minutes before take off. Your staff showed they care very little about the customers. I’ll never fly American again and I now understand why your airlines receives such poor reviews.,No,width: 60%,width: 60%,width: 20%,width: 0%,width: 40%
207,"September 28, 2016",1/10,Flew Economy,"Despite being in the air once a week or so, I rarely fly American Airlines as I have never had a good or pleasant experience on American.",No,width: 20%,width: 20%,width: 40%,width: 20%,width: 40%
208,"September 28, 2016",1/10,Flew Economy,"This trip was truly noteworthy for their total lack of professionalism, customer service, bad airplane and scary lack of aircraft maintenance standards.",No,width: 20%,width: 20%,width: 20%,width: 40%,width: 60%
209,"September 27, 2016",1/10,Flew Premium Economy,Plane had multiple mechanical problems. Have been on this exact flight aircraft before (about 6 weeks earlier) when it popped an engine on the runway. It is VERY old.,No,width: 20%,width: 80%,width: 60%,width: 0%,width: 80%
210,"September 25, 2016",1/10,Flew Economy,"No concept of time.  Constantly leaving late and I’ve missed far more connecting flights on American than ALL other airlines combined!  Their agents aren’t helpful and could use customer service training.  On three different occasions they routed me to cities they knew were gridlocked.  If that happened once, I’d think it was a mistake but 3 times in 2 months and I believe it’s purposeful just to get everyone in the air (to get their money and who cares if they strand them!?). Their managers are drunk on power and are extremely rude.  I will NEVER fly this airline again.",No,width: 20%,width: 20%,width: 20%,width: 40%,width: 40%
211,"September 25, 2016",1/10,Flew Business,Delays,Yes,width: 60%,width: 60%,width: 40%,width: 0%,width: 60%
212,"September 20, 2016",1/10,Flew Economy,"Customer service is not what it used to be;  As a frequent flyer with almost 1M miles on American alone, I can say it’s evident that customer service and satisfaction is not a priority.   After a recent flight delay of 3 hours due to incompetence not weather, you would think the airline would want fix their error and make sure their customers are satisfied.  What we got was poor communication and 3,000 miles for the “inconvenience”  Really?  What can I do with that?  Its not enough for another bag of peanuts on my next flight!",No,width: 20%,width: 20%,width: 60%,width: 20%,width: 20%
213,"September 19, 2016",4/10,Flew Economy,I must say I had such a bad experience that it didn’t matter how many months passed by I had to write this. My family and I took a trip to Jamaica in July of this year (2016) and our flight was delayed an hour or so because of “technically problems” which is very understanding. But when it was time to return home from Jamaica out flight was delayed about 3 hours which I thought was ridiculous and that it couldn’t be the same problem twice. I will not fly American Airlines ever again I rather pay a higher price for better services.,No,width: 60%,width: 60%,width: 80%,width: 60%,width: 60%
214,"September 19, 2016",1/10,Flew Economy,"I traveled on many airlines. Believe me when I say this, sure this is the worst airline of them all.",No,width: 40%,width: 40%,width: 20%,width: 80%,width: 40%
215,"September 18, 2016",1/10,Flew Economy,7hrs late on a 3hr flight,No,width: 20%,width: 40%,width: 20%,width: 20%,width: 20%
216,"September 14, 2016",2/10,Flew Economy,Customer service nightmare. Will do everything in my power to avoid flying A/A again.,No,width: 60%,width: 60%,width: 20%,width: 80%,width: 60%
217,"September 11, 2016",1/10,Flew Economy,"I am not happy with this airline trying to charge me for printing out boarding passes.  My flight was from Flagstaff to BWI.  Went on line 24 hours prior, they posted 6 available seats.  When I clicked on them, it read $28.  Why would I pay again for my seat?  I already paid $318.   Called airline, they stated in that case I would have to check in at the airport.  I find this very dishonest to charge people for trying to obtain their boarding pass.    I will definitely not be saying anything nice about American to my friends for a long time.  I will not be using them ever again.  This reminds me of the fraud going on at Wells Fargo, where they were fined $35 million dollars.   Someone needs to regulate these people.   I will ask the attorney general to look into this",No,width: 20%,width: 20%,width: 100%,width: 20%,width: 20%
218,"September 6, 2016",2/10,Flew Premium Economy,"Staff in Grand Junction, CO were very helpful with a flight change when the flight was canceled due to a storm. My flight in Roanoke was canceled the first day and rescheduled the next. The next day, staff in Roanoke, VA were rude and unable to help reschedule part of my flight that was delayed leaving me to arrive at the same time a connecting flight leaves. Most stressful flights, i have ever had.",No,width: 40%,width: 60%,width: 20%,width: 0%,width: 60%
219,"September 6, 2016",4/10,Flew Economy,"Flight was on time and comfortable.  Staff were not very polite or helpful.  On outward journey to JFK we had NO choice at all with regard to the meal – everyone was served vegetable curry (hate curry) and received a small snack before we landed (awful).  Did have a choice on our return journey (pasta or chicken & rice) but not very appetising and just a yoghurt, cake and muffin before we landed.   Return flight was freezing for at least 2 hours – complained but no extra blankets were available.  Thought I’d booked with British Airways and not American Airlines  but had hoped that the staff,  service, drinks, food and snacks would have been of the same standard (but NO!)  so was disappointed at the overall experience.",No,width: 60%,width: 80%,width: 40%,width: 60%,width: 20%
220,"September 4, 2016",1/10,Flew Economy,The airline left mine and 20 other passengers our luggage due to (according to them) smaller airplane that couldn’t carry enough.  Next day the would ship our luggage and not only didn’t arrive but another set of people were missing their luggages.,No,width: 0%,width: 40%,width: 60%,width: 20%,width: 20%
